Ind1,Ind2,R,LnL(R),,U,HS,FS,PO
M65_KNP,F50_KNP,U,-52.98,,-,2.51,7.23,9999
M65_KNP,F51_KNP,HS,-59.3,,0.12,-,0.9,9999
M65_KNP,M33_KNP,HS,-52.17,,1.07,-,1.17,9999
M65_KNP,M34_KNP,U,-62.04,,-,3.06,8.09,9999
M65_KNP,M35_KNP,U,-47.31,,-,1.91,6.18,9999
M65_KNP,M37_KNP,U,-57.41,,-,2.12,4.77,9999
M65_KNP,M38_KNP,HS,-50.76,,0.09,-,2.62,9999
M65_KNP,M39_KNP,U,-50.81,,-,1.7,6.11,9999
M65_KNP,M40_KNP,U,-57.18,,-,3.77,8.03,9999
M65_KNP,M41_KNP,U,-57.72,,-,0.53,3.19,9999
M65_KNP,M42_KNP,U,-55.38,,-,1.4,5.86,9999
M65_KNP,M43_KNP,U,-53.18,,-,2.61,5.37,9999
M65_KNP,M44_KNP,U,-55.62,,-,1.96,6.65,9999
M65_KNP,M45_KNP,HS,-55.72,,2.18,-,3.3,9999
M65_KNP,M46_KNP,U,-55.57,,-,0.9,5.37,9999
M65_KNP,M47_KNP,U,-58.28,,-,1.19,4.26,9999
M65_KNP,M48_KNP,U,-56.23,,-,1.33,4.57,9999
M65_KNP,M49_KNP,U,-48.29,,-,2.34,6.41,9999
M65_KNP,M50_KNP,U,-62.8,,-,2.64,7.54,9999
M65_KNP,M51_KNP,U,-47.07,,-,2.56,6.44,9999
M65_KNP,M53_KNP,U,-55.94,,-,4.16,9.42,9999
M65_KNP,M54_KNP,U,-46.86,,-,1.72,5.15,9999
M65_KNP,M55_KNP,U,-56.13,,-,1.86,6.08,9999
M65_KNP,M56_KNP,U,-45.2,,-,1.03,3.99,9999
M65_KNP,M57_KNP,U,-49.23,,-,2.5,7.11,9999
M65_KNP,M58_KNP,U,-55.41,,-,0.33,4.21,9999
M65_KNP,M61_KNP,U,-58.47,,-,0.54,3.37,9999
M65_KNP,M62_KNP,U,-51.09,,-,2.19,5.44,9999
M65_KNP,M63_KNP,U,-75.8,,-,1.63,7.04,9999
M66_KNP,F13_KNP,U,-47.13,,-,0.1,2.42,9999
M66_KNP,F14_KNP,U,-45.61,,-,2.63,5.99,9999
M66_KNP,F15_KNP,HS,-49.34,,0.54,-,2.69,9999
M66_KNP,F16_KNP,U,-41.11,,-,3.16,6.98,9999
M66_KNP,F17_KNP,U,-53.08,,-,2.47,7.22,9999
M66_KNP,F18_KNP,U,-51.65,,-,3.24,7.6,9999
M66_KNP,F19_KNP,U,-47.38,,-,2.75,6.46,9999
M66_KNP,F20_KNP,U,-48.1,,-,0.05,3.05,9999
M66_KNP,F21_KNP,U,-47.54,,-,3.79,8.99,9999
M66_KNP,F22_KNP,U,-49.81,,-,3.12,8.35,9999
M66_KNP,F23_KNP,U,-45.64,,-,3.9,9.02,9999
M66_KNP,F24_KNP,U,-55.12,,-,2.43,7.25,9999
M66_KNP,F25_KNP,U,-42.97,,-,0.69,2.78,9999
M66_KNP,F26_KNP,HS,-54.1,,0.67,-,2.95,9999
M66_KNP,F27_KNP,U,-46.77,,-,2.7,6.27,9999
M66_KNP,F28_KNP,U,-43.96,,-,1.58,5.15,9999
M66_KNP,F29_KNP,U,-43.79,,-,0.23,2.57,9999
M66_KNP,F30_KNP,U,-53,,-,3.81,8.68,9999
M66_KNP,F31_KNP,U,-52.47,,-,1.98,6.1,9999
M66_KNP,F32_KNP,U,-46.69,,-,0.47,3.6,9999
M66_KNP,F33_KNP,U,-55.8,,-,0.73,2.84,9999
M66_KNP,F34_KNP,U,-52.63,,-,0.21,4.43,9999
M66_KNP,F35_KNP,HS,-43.92,,0.9,-,1.25,9999
M66_KNP,F36_KNP,U,-42.87,,-,0.27,2.92,9999
M66_KNP,F37_KNP,U,-51.5,,-,2.45,6.62,9999
M66_KNP,F38_KNP,U,-40.57,,-,0.74,3.54,9999
M66_KNP,F40_KNP,U,-39.04,,-,1.2,2.38,9999
M66_KNP,F41_KNP,U,-45.26,,-,0.12,1.56,9999
M66_KNP,F42_KNP,U,-40.59,,-,1.84,4.02,9999
M66_KNP,F43_KNP,U,-40.92,,-,1.47,4.66,9999
M66_KNP,F44_KNP,U,-50.45,,-,3.05,7.11,9999
M66_KNP,F45_KNP,U,-41.32,,-,1.8,5.1,9999
M66_KNP,F46_KNP,FS,-46.48,,2.08,0.15,-,9999
M66_KNP,F47_KNP,U,-44.14,,-,1.08,4.4,9999
M66_KNP,F48_KNP,U,-49.52,,-,1.43,4.94,9999
M66_KNP,F49_KNP,U,-52.05,,-,1.86,6.09,9999
M66_KNP,F50_KNP,U,-48.39,,-,1.15,5.12,9999
M66_KNP,F51_KNP,U,-54.83,,-,2.46,6.75,9999
M66_KNP,M33_KNP,U,-48.65,,-,1.93,5.66,9999
M66_KNP,M34_KNP,U,-57.44,,-,4.42,9.76,9999
M66_KNP,M35_KNP,U,-42.72,,-,3.06,6.52,9999
M66_KNP,M37_KNP,HS,-50.74,,2.08,-,1.3,9999
M66_KNP,M38_KNP,U,-46.25,,-,2.19,6.62,9999
M66_KNP,M39_KNP,FS,-45.08,,1.14,0.04,-,9999
M66_KNP,M40_KNP,U,-52.58,,-,2.66,7.66,9999
M66_KNP,M41_KNP,HS,-51.99,,1.13,-,1.38,9999
M66_KNP,M42_KNP,U,-50.79,,-,2.27,5.54,9999
M66_KNP,M43_KNP,U,-47.07,,-,1.15,3.87,9999
M66_KNP,M44_KNP,U,-51.03,,-,2.48,6.18,9999
M66_KNP,M45_KNP,U,-53.3,,-,2.02,5.65,9999
M66_KNP,M46_KNP,U,-50.98,,-,1.48,5.21,9999
M66_KNP,M47_KNP,HS,-51.12,,2.57,-,0.66,9999
M66_KNP,M48_KNP,U,-51.64,,-,0.18,3.36,9999
M66_KNP,M49_KNP,HS,-42.43,,1.26,-,1.04,9999
M66_KNP,M50_KNP,HS,-58.19,,0.01,-,3.1,9999
M66_KNP,M51_KNP,U,-42.47,,-,2.1,5.68,9999
M66_KNP,M53_KNP,U,-51.34,,-,1.62,4.99,9999
M66_KNP,M54_KNP,U,-42.26,,-,1.82,5.3,9999
M66_KNP,M55_KNP,U,-51.54,,-,2.94,6.36,9999
M66_KNP,M56_KNP,U,-40.61,,-,1.47,3.48,9999
M66_KNP,M57_KNP,U,-44.64,,-,2.11,4.51,9999
M66_KNP,M58_KNP,U,-50.82,,-,4.24,8.41,9999
M66_KNP,M61_KNP,U,-53.87,,-,0.59,3.35,9999
M66_KNP,M62_KNP,U,-46.5,,-,3.38,8.27,9999
M66_KNP,M63_KNP,U,-71.21,,-,3.81,9.99,9999
M66_KNP,M65_KNP,HS,-51.44,,1.58,-,1.68,9999
M67_KNP,F13_KNP,U,-49.26,,-,2.69,7.71,9999
M67_KNP,F14_KNP,HS,-46.93,,0.81,-,1.07,9999
M67_KNP,F15_KNP,U,-52.01,,-,1.69,5.6,9999
M67_KNP,F16_KNP,U,-43.24,,-,0.93,5.23,9999
M67_KNP,F17_KNP,U,-55.21,,-,1.81,6.96,9999
M67_KNP,F18_KNP,FS,-51.22,,2.56,0.61,-,9999
M67_KNP,F19_KNP,U,-49.51,,-,0.35,3.69,9999
M67_KNP,F20_KNP,HS,-49.27,,0.96,-,1.86,9999
M67_KNP,F21_KNP,HS,-49.37,,0.3,-,0.21,9999
M67_KNP,F22_KNP,FS,-50.11,,1.82,0.16,-,9999
M67_KNP,F23_KNP,U,-47.77,,-,1.21,5.21,9999
M67_KNP,F24_KNP,U,-57.25,,-,1.97,5.9,9999
M67_KNP,F25_KNP,U,-45.1,,-,1.21,5.61,9999
M67_KNP,F26_KNP,U,-56.9,,-,0.18,2.63,9999
M67_KNP,F27_KNP,HS,-48.75,,0.15,-,0.68,9999
M67_KNP,F28_KNP,U,-46.09,,-,3.14,8.32,9999
M67_KNP,F29_KNP,U,-45.92,,-,2.42,7.2,9999
M67_KNP,F30_KNP,HS,-53.65,,1.48,-,1.9,9999
M67_KNP,F31_KNP,U,-54.6,,-,0.28,2.51,9999
M67_KNP,F32_KNP,U,-48.82,,-,0.88,4.21,9999
M67_KNP,F33_KNP,HS,-55.29,,2.64,-,1.47,9999
M67_KNP,F34_KNP,FS,-50.71,,4.04,0.49,-,9999
M67_KNP,F35_KNP,U,-46.94,,-,2.43,6.08,9999
M67_KNP,F36_KNP,HS,-44.63,,0.37,-,2.22,9999
M67_KNP,F37_KNP,U,-53.63,,-,0.63,3.81,9999
M67_KNP,F38_KNP,U,-42.7,,-,1.69,6.22,9999
M67_KNP,F40_KNP,U,-41.17,,-,2.26,6.75,9999
M67_KNP,F41_KNP,U,-47.39,,-,1.19,3.57,9999
M67_KNP,F42_KNP,U,-42.72,,-,3.35,8.54,9999
M67_KNP,F43_KNP,U,-43.05,,-,2.55,6.19,9999
M67_KNP,F44_KNP,U,-52.57,,-,4.31,9.56,9999
M67_KNP,F45_KNP,U,-43.45,,-,3.08,8.18,9999
M67_KNP,F46_KNP,U,-50.69,,-,1.95,5.36,9999
M67_KNP,F47_KNP,U,-46.27,,-,2.59,6.28,9999
M67_KNP,F48_KNP,U,-51.65,,-,1.82,5.45,9999
M67_KNP,F49_KNP,U,-54.18,,-,3.05,7.56,9999
M67_KNP,F50_KNP,U,-50.52,,-,0.32,3.64,9999
M67_KNP,F51_KNP,U,-56.96,,-,1.96,5.56,9999
M67_KNP,M33_KNP,U,-50.78,,-,2.21,5.84,9999
M67_KNP,M34_KNP,U,-59.57,,-,2.28,5.66,9999
M67_KNP,M35_KNP,U,-44.85,,-,1.87,5.8,9999
M67_KNP,M37_KNP,U,-54.95,,-,2.51,6.61,9999
M67_KNP,M38_KNP,PO,-46.74,,1.64,0.31,3.2,-
M67_KNP,M39_KNP,U,-48.35,,-,2.45,6.37,9999
M67_KNP,M40_KNP,U,-54.71,,-,1.11,4.47,9999
M67_KNP,M41_KNP,U,-55.25,,-,1.39,5.37,9999
M67_KNP,M42_KNP,U,-52.92,,-,3.21,8.17,9999
M67_KNP,M43_KNP,HS,-51.49,,1.05,-,0.78,9999
M67_KNP,M44_KNP,U,-53.16,,-,3.4,9.02,9999
M67_KNP,M45_KNP,U,-55.43,,-,0.25,3.15,9999
M67_KNP,M46_KNP,U,-53.11,,-,2.35,7.75,9999
M67_KNP,M47_KNP,U,-55.82,,-,0.04,3.76,9999
M67_KNP,M48_KNP,U,-53.77,,-,2.34,6.89,9999
M67_KNP,M49_KNP,U,-45.82,,-,0.9,3.69,9999
M67_KNP,M50_KNP,U,-60.33,,-,1.77,5.86,9999
M67_KNP,M51_KNP,U,-44.6,,-,0.63,3.95,9999
M67_KNP,M53_KNP,U,-53.47,,-,1.71,5.62,9999
M67_KNP,M54_KNP,U,-44.39,,-,2.62,6.92,9999
M67_KNP,M55_KNP,U,-53.67,,-,3.41,8.63,9999
M67_KNP,M56_KNP,U,-42.74,,-,1.15,4.29,9999
M67_KNP,M57_KNP,U,-46.77,,-,1.31,5.84,9999
M67_KNP,M58_KNP,U,-52.94,,-,0.54,3.19,9999
M67_KNP,M61_KNP,HS,-55.35,,0.65,-,2.63,9999
M67_KNP,M62_KNP,U,-48.63,,-,2.41,7.14,9999
M67_KNP,M63_KNP,HS,-73.1,,0.24,-,4.19,9999
M67_KNP,M65_KNP,U,-55.14,,-,2.79,7.23,9999
M67_KNP,M66_KNP,U,-50.55,,-,4.03,9.22,9999
M68_KNP,F13_KNP,U,-48.93,,-,3.22,7.8,9999
M68_KNP,F14_KNP,U,-47.41,,-,1.09,4.15,9999
M68_KNP,F15_KNP,U,-51.68,,-,2.23,4.64,9999
M68_KNP,F16_KNP,U,-42.91,,-,2.76,6.28,9999
M68_KNP,F17_KNP,U,-54.89,,-,2.96,7.46,9999
M68_KNP,F18_KNP,U,-53.45,,-,2.34,6.62,9999
M68_KNP,F19_KNP,U,-49.19,,-,4.79,10.42,9999
M68_KNP,F20_KNP,U,-49.9,,-,3.3,8.64,9999
M68_KNP,F21_KNP,U,-49.34,,-,0.62,3.02,9999
M68_KNP,F22_KNP,HS,-51,,0.61,-,2.97,9999
M68_KNP,F23_KNP,FS,-46.64,,0.8,0.35,-,9999
M68_KNP,F24_KNP,U,-56.92,,-,1.85,6.51,9999
M68_KNP,F25_KNP,U,-44.77,,-,1.14,3.84,9999
M68_KNP,F26_KNP,HS,-54.41,,2.16,-,2.09,9999
M68_KNP,F27_KNP,U,-48.58,,-,0.86,3.5,9999
M68_KNP,F28_KNP,U,-45.76,,-,0.29,2.93,9999
M68_KNP,F29_KNP,U,-45.59,,-,2.44,6.51,9999
M68_KNP,F30_KNP,U,-54.8,,-,3.97,8.32,9999
M68_KNP,F31_KNP,U,-54.27,,-,2.57,7.01,9999
M68_KNP,F32_KNP,U,-48.49,,-,2.25,6.53,9999
M68_KNP,F33_KNP,U,-57.6,,-,0.47,3.7,9999
M68_KNP,F34_KNP,U,-54.43,,-,3.18,8.65,9999
M68_KNP,F35_KNP,HS,-44.18,,2.44,-,0.92,9999
M68_KNP,F36_KNP,HS,-44.61,,0.06,-,1.93,9999
M68_KNP,F37_KNP,U,-52.93,,-,3.4,7.86,9999
M68_KNP,F38_KNP,U,-42.37,,-,0.53,3.57,9999
M68_KNP,F40_KNP,U,-40.85,,-,1.5,4.28,9999
M68_KNP,F41_KNP,FS,-45.18,,1.88,0.1,-,9999
M68_KNP,F42_KNP,U,-42.4,,-,2.1,5.23,9999
M68_KNP,F43_KNP,U,-42.72,,-,0.95,4.26,9999
M68_KNP,F44_KNP,U,-52.25,,-,2.83,7.13,9999
M68_KNP,F45_KNP,U,-43.12,,-,1.58,5.13,9999
M68_KNP,F46_KNP,PO,-46.23,,4.14,0.95,1.22,-
M68_KNP,F47_KNP,U,-45.94,,-,0.56,4,9999
M68_KNP,F48_KNP,U,-51.32,,-,3.22,8.34,9999
M68_KNP,F49_KNP,U,-53.86,,-,1.63,3.81,9999
M68_KNP,F50_KNP,U,-50.19,,-,1.9,5.04,9999
M68_KNP,F51_KNP,U,-56.63,,-,1.94,5.56,9999
M68_KNP,M33_KNP,U,-50.45,,-,1.31,3.34,9999
M68_KNP,M34_KNP,U,-59.24,,-,4.95,11.12,9999
M68_KNP,M35_KNP,U,-44.52,,-,3.28,7.74,9999
M68_KNP,M37_KNP,U,-54.62,,-,0.66,2.98,9999
M68_KNP,M38_KNP,U,-48.05,,-,2.34,4.84,9999
M68_KNP,M39_KNP,U,-48.02,,-,0.29,2.04,9999
M68_KNP,M40_KNP,U,-54.38,,-,2.15,4.83,9999
M68_KNP,M41_KNP,U,-54.92,,-,2.13,5.49,9999
M68_KNP,M42_KNP,U,-52.59,,-,0.99,3.99,9999
M68_KNP,M43_KNP,U,-52.21,,-,1.87,6.59,9999
M68_KNP,M44_KNP,U,-52.83,,-,2.29,6.24,9999
M68_KNP,M45_KNP,U,-55.11,,-,1.41,6.08,9999
M68_KNP,M46_KNP,U,-52.78,,-,2.34,6.25,9999
M68_KNP,M47_KNP,HS,-53.73,,1.76,-,1.04,9999
M68_KNP,M48_KNP,HS,-52.57,,0.87,-,0.97,9999
M68_KNP,M49_KNP,HS,-44.53,,0.96,-,3.03,0.38
M68_KNP,M50_KNP,U,-60.01,,-,3.02,8.19,9999
M68_KNP,M51_KNP,U,-44.27,,-,2.79,7.08,9999
M68_KNP,M53_KNP,U,-53.14,,-,0.89,1.81,9999
M68_KNP,M54_KNP,U,-44.06,,-,2.85,7.16,9999
M68_KNP,M55_KNP,U,-53.34,,-,3.18,7.61,9999
M68_KNP,M56_KNP,U,-42.41,,-,2.8,6.93,9999
M68_KNP,M57_KNP,U,-46.44,,-,2.87,7.18,9999
M68_KNP,M58_KNP,U,-52.62,,-,2.97,7.81,9999
M68_KNP,M61_KNP,U,-55.67,,-,0.63,4.14,9999
M68_KNP,M62_KNP,U,-48.3,,-,2.82,6.75,9999
M68_KNP,M63_KNP,U,-73.01,,-,2.7,8.38,9999
M68_KNP,M65_KNP,U,-54.81,,-,0.98,4.2,9999
M68_KNP,M66_KNP,HS,-47.48,,2.74,-,0.68,9999
M68_KNP,M67_KNP,U,-52.35,,-,1.56,5.82,9999
M69_KNP,F13_KNP,HS,-38.89,,0.48,-,1.04,9999
M69_KNP,F14_KNP,HS,-36.88,,1.01,-,0.82,9999
M69_KNP,F15_KNP,U,-41.78,,-,0.75,3.54,9999
M69_KNP,F16_KNP,U,-32.92,,-,0.17,2.52,9999
M69_KNP,F17_KNP,U,-45.32,,-,4.2,8.98,9999
M69_KNP,F18_KNP,U,-43.93,,-,3.42,7.69,9999
M69_KNP,F19_KNP,U,-39.62,,-,0,2.41,9999
M69_KNP,F20_KNP,HS,-40.02,,0.32,-,2.53,9999
M69_KNP,F21_KNP,U,-40.09,,-,2.56,6.25,9999
M69_KNP,F22_KNP,U,-42.04,,-,1.47,3.96,9999
M69_KNP,F23_KNP,U,-37.45,,-,1.92,5.46,9999
M69_KNP,F24_KNP,U,-46.93,,-,3.22,7.24,9999
M69_KNP,F25_KNP,U,-35.52,,-,0.59,2.8,9999
M69_KNP,F26_KNP,U,-46.04,,-,0.76,4.09,9999
M69_KNP,F27_KNP,HS,-38.22,,0.84,-,1.41,9999
M69_KNP,F28_KNP,U,-35.77,,-,1.9,5.23,9999
M69_KNP,F29_KNP,PO,-32.9,,3.44,1.11,0.29,-
M69_KNP,F30_KNP,U,-43.41,,-,1.99,4.2,9999
M69_KNP,F31_KNP,U,-42.88,,-,3.29,7.2,9999
M69_KNP,F32_KNP,HS,-36.49,,0.66,-,2.02,0.22
M69_KNP,F33_KNP,U,-48.03,,-,0.04,2.99,9999
M69_KNP,F34_KNP,U,-44.87,,-,0.98,2.87,9999
M69_KNP,F35_KNP,U,-37.37,,-,1.44,3.26,9999
M69_KNP,F36_KNP,U,-35.42,,-,1.4,3.86,9999
M69_KNP,F37_KNP,U,-47.25,,-,0.05,1.13,9999
M69_KNP,F38_KNP,HS,-32.88,,0.24,-,0.95,9999
M69_KNP,F40_KNP,PO,-29.76,,1.83,0.72,2.27,-
M69_KNP,F41_KNP,U,-37.54,,-,2.76,6.97,9999
M69_KNP,F42_KNP,HS,-32.13,,0.27,-,1.39,9999
M69_KNP,F43_KNP,U,-33.47,,-,0.2,1.31,9999
M69_KNP,F44_KNP,HS,-40.03,,0.83,-,0.89,9999
M69_KNP,F45_KNP,U,-33.87,,-,1.48,3.81,9999
M69_KNP,F46_KNP,U,-40.84,,-,1.72,4.83,9999
M69_KNP,F47_KNP,HS,-36.41,,0.28,-,0.82,9999
M69_KNP,F48_KNP,U,-41.8,,-,1.43,5.12,9999
M69_KNP,F49_KNP,HS,-43.74,,0.22,-,1.74,9999
M69_KNP,F50_KNP,U,-40.29,,-,2.61,6.82,9999
M69_KNP,F51_KNP,U,-47.07,,-,4.31,9.32,9999
M69_KNP,M33_KNP,U,-40.88,,-,2.46,5.94,9999
M69_KNP,M34_KNP,HS,-47.04,,0.54,-,0.17,9999
M69_KNP,M35_KNP,HS,-34.03,,0.5,-,1.3,9999
M69_KNP,M37_KNP,U,-45.1,,-,1.36,3.42,9999
M69_KNP,M38_KNP,U,-37.52,,-,1.04,3.63,9999
M69_KNP,M39_KNP,U,-38.5,,-,1.36,3.43,9999
M69_KNP,M40_KNP,HS,-43.79,,0.69,-,0.55,9999
M69_KNP,M41_KNP,U,-45.03,,-,3.68,8.08,9999
M69_KNP,M42_KNP,U,-39.99,,-,1.55,4.22,9999
M69_KNP,M43_KNP,U,-42.64,,-,0.24,1.81,9999
M69_KNP,M44_KNP,U,-43.58,,-,3.45,7.76,9999
M69_KNP,M45_KNP,U,-45.59,,-,1.44,4.06,9999
M69_KNP,M46_KNP,U,-42.79,,-,2.34,5.82,9999
M69_KNP,M47_KNP,U,-45.59,,-,2.06,6.81,9999
M69_KNP,M48_KNP,U,-44.19,,-,0.56,2.95,9999
M69_KNP,M49_KNP,U,-36.24,,-,1.59,4.76,9999
M69_KNP,M50_KNP,U,-50.49,,-,0.62,3.64,9999
M69_KNP,M51_KNP,U,-35.02,,-,1.48,4.41,9999
M69_KNP,M53_KNP,HS,-43.04,,0.2,-,0.68,9999
M69_KNP,M54_KNP,U,-34.07,,-,1.74,4.74,9999
M69_KNP,M55_KNP,U,-40.75,,-,2.3,5.63,9999
M69_KNP,M56_KNP,U,-32.84,,-,0.89,3.4,9999
M69_KNP,M57_KNP,U,-37.19,,-,1.26,4.09,9999
M69_KNP,M58_KNP,U,-43.37,,-,2.19,6.23,9999
M69_KNP,M61_KNP,U,-46.11,,-,1.33,3.72,9999
M69_KNP,M62_KNP,U,-38.31,,-,1.49,4.54,9999
M69_KNP,M63_KNP,U,-62.48,,-,3.84,9.19,9999
M69_KNP,M65_KNP,U,-45.25,,-,3.42,7.59,9999
M69_KNP,M66_KNP,U,-40.7,,-,2.68,6.54,9999
M69_KNP,M67_KNP,U,-42.83,,-,1.25,2.73,9999
M69_KNP,M68_KNP,U,-42.12,,-,2.18,5.56,9999
M70_KNP,F13_KNP,U,-49.82,,-,2.69,6.86,9999
M70_KNP,F14_KNP,HS,-48.17,,0.13,-,1.85,9999
M70_KNP,F15_KNP,U,-52.56,,-,3.52,8.88,9999
M70_KNP,F16_KNP,HS,-43.67,,0.13,-,0.66,9999
M70_KNP,F17_KNP,U,-55.77,,-,2.13,6.16,9999
M70_KNP,F18_KNP,U,-54.34,,-,0.72,3.42,9999
M70_KNP,F19_KNP,U,-50.07,,-,1.04,3.59,9999
M70_KNP,F20_KNP,U,-50.79,,-,0.85,4.64,9999
M70_KNP,F21_KNP,U,-50.23,,-,2.47,5.78,9999
M70_KNP,F22_KNP,U,-52.49,,-,2.89,7.16,9999
M70_KNP,F23_KNP,U,-48.33,,-,1.45,4.85,9999
M70_KNP,F24_KNP,U,-57.81,,-,5.52,12.04,9999
M70_KNP,F25_KNP,U,-45.66,,-,0.25,1.24,9999
M70_KNP,F26_KNP,U,-57.46,,-,2.46,5.99,9999
M70_KNP,F27_KNP,U,-49.46,,-,1.3,4.13,9999
M70_KNP,F28_KNP,U,-46.65,,-,1.97,5.99,9999
M70_KNP,F29_KNP,U,-46.48,,-,1.69,4.33,9999
M70_KNP,F30_KNP,U,-55.68,,-,0.1,3.59,9999
M70_KNP,F31_KNP,PO,-53.17,,1.98,0.08,3.33,-
M70_KNP,F32_KNP,U,-49.38,,-,1.09,4.87,9999
M70_KNP,F33_KNP,U,-58.49,,-,4.63,10.85,9999
M70_KNP,F34_KNP,U,-55.32,,-,2.87,7.5,9999
M70_KNP,F35_KNP,U,-47.5,,-,0.85,3.12,9999
M70_KNP,F36_KNP,U,-45.56,,-,2.31,6.09,9999
M70_KNP,F37_KNP,U,-52.05,,-,1.97,5.25,9999
M70_KNP,F38_KNP,U,-43.26,,-,1.61,4.11,9999
M70_KNP,F40_KNP,U,-41.73,,-,1.49,3.85,9999
M70_KNP,F41_KNP,U,-47.95,,-,2.27,5.78,9999
M70_KNP,F42_KNP,U,-43.28,,-,1.59,4.6,9999
M70_KNP,F43_KNP,U,-43.61,,-,0.92,3.7,9999
M70_KNP,F44_KNP,U,-53.13,,-,0.59,4.09,9999
M70_KNP,F45_KNP,U,-44.01,,-,1.21,4.11,9999
M70_KNP,F46_KNP,U,-51.25,,-,1.12,4.24,9999
M70_KNP,F47_KNP,U,-46.83,,-,1.51,3.92,9999
M70_KNP,F48_KNP,U,-52.2,,-,1.96,5.86,9999
M70_KNP,F49_KNP,U,-54.74,,-,3.45,8.61,9999
M70_KNP,F50_KNP,U,-51.08,,-,0.76,3.68,9999
M70_KNP,F51_KNP,HS,-56.83,,0.69,-,3.71,9999
M70_KNP,M33_KNP,U,-51.34,,-,1.54,5.72,9999
M70_KNP,M34_KNP,U,-60.13,,-,0.75,3.01,9999
M70_KNP,M35_KNP,U,-45.4,,-,0.86,3.04,9999
M70_KNP,M37_KNP,U,-55.51,,-,2.77,7.03,9999
M70_KNP,M38_KNP,HS,-48.7,,0.24,-,2.81,0.46
M70_KNP,M39_KNP,HS,-46.74,,2.16,-,1.3,9999
M70_KNP,M40_KNP,U,-55.27,,-,2.17,7.35,9999
M70_KNP,M41_KNP,U,-55.81,,-,0.8,3.61,9999
M70_KNP,M42_KNP,U,-53.48,,-,2.63,6.65,9999
M70_KNP,M43_KNP,U,-53.4,,-,0.28,4.14,9999
M70_KNP,M44_KNP,HS,-53.13,,0.59,-,1.24,9999
M70_KNP,M45_KNP,HS,-55.82,,0.17,-,0.71,9999
M70_KNP,M46_KNP,U,-53.67,,-,3.32,8.14,9999
M70_KNP,M47_KNP,U,-56.38,,-,3.17,8.19,9999
M70_KNP,M48_KNP,U,-54.32,,-,3.35,8.05,9999
M70_KNP,M49_KNP,U,-46.38,,-,0.26,2.99,9999
M70_KNP,M50_KNP,U,-60.89,,-,4.35,9.76,9999
M70_KNP,M51_KNP,U,-45.16,,-,0.41,3.07,9999
M70_KNP,M53_KNP,U,-54.03,,-,1.45,5.79,9999
M70_KNP,M54_KNP,U,-44.95,,-,1.03,3.87,9999
M70_KNP,M55_KNP,U,-54.23,,-,1.87,4.52,9999
M70_KNP,M56_KNP,U,-43.3,,-,0.32,1.33,9999
M70_KNP,M57_KNP,U,-47.33,,-,1.86,4.7,9999
M70_KNP,M58_KNP,U,-53.5,,-,3.55,8.27,9999
M70_KNP,M61_KNP,U,-56.56,,-,3.32,7.19,9999
M70_KNP,M62_KNP,U,-49.19,,-,1.78,4.96,9999
M70_KNP,M63_KNP,U,-73.9,,-,4.74,10.72,9999
M70_KNP,M65_KNP,U,-55.7,,-,3.84,9.33,9999
M70_KNP,M66_KNP,U,-51.11,,-,1.33,4.34,9999
M70_KNP,M67_KNP,U,-53.23,,-,2.08,6.97,9999
M70_KNP,M68_KNP,U,-52.91,,-,1.46,5.6,9999
M70_KNP,M69_KNP,U,-41.25,,-,0.31,2.49,9999
M73_KNP,F13_KNP,U,-48.36,,-,2.9,7.63,9999
M73_KNP,F14_KNP,U,-46.84,,-,2.47,7.29,9999
M73_KNP,F15_KNP,U,-51.11,,-,1.27,5.6,9999
M73_KNP,F16_KNP,U,-42.34,,-,3.02,5.9,9999
M73_KNP,F17_KNP,U,-54.32,,-,3.48,8,9999
M73_KNP,F18_KNP,U,-52.88,,-,3.4,7.38,9999
M73_KNP,F19_KNP,U,-48.62,,-,3.03,7.53,9999
M73_KNP,F20_KNP,HS,-48.11,,1.22,-,0.29,9999
M73_KNP,F21_KNP,U,-48.78,,-,2.56,7.46,9999
M73_KNP,F22_KNP,U,-51.04,,-,0.04,2.38,9999
M73_KNP,F23_KNP,U,-46.88,,-,3.08,7.6,9999
M73_KNP,F24_KNP,HS,-55.73,,0.62,-,2.06,9999
M73_KNP,F25_KNP,U,-44.2,,-,0.67,3.53,9999
M73_KNP,F26_KNP,HS,-53.65,,2.35,-,0.04,9999
M73_KNP,F27_KNP,U,-48.01,,-,2.19,6.15,9999
M73_KNP,F28_KNP,U,-45.19,,-,2.95,7.98,9999
M73_KNP,F29_KNP,U,-45.02,,-,1.59,3.58,9999
M73_KNP,F30_KNP,U,-54.23,,-,2.14,5.83,9999
M73_KNP,F31_KNP,U,-53.7,,-,1.81,5.92,9999
M73_KNP,F32_KNP,U,-47.92,,-,1.86,4.92,9999
M73_KNP,F33_KNP,HS,-56,,1.04,-,2.13,9999
M73_KNP,F34_KNP,U,-53.86,,-,1.09,4.38,9999
M73_KNP,F35_KNP,HS,-44.92,,1.13,-,1.07,9999
M73_KNP,F36_KNP,HS,-42.93,,1.17,-,0.27,9999
M73_KNP,F37_KNP,HS,-49.46,,0.24,-,2.83,9999
M73_KNP,F38_KNP,U,-41.8,,-,1.63,4.93,9999
M73_KNP,F40_KNP,U,-40.28,,-,1.77,5.16,9999
M73_KNP,F41_KNP,U,-46.49,,-,2.54,6.17,9999
